source,target,realValue,layerID,layerColor,layerUnit
H2,Methanolation,0.00,H2,#FF00FF,TWh
Elec,Methanolation,0.82,Electricity,#00BFFF,TWh
Methanolation,DHN,2.02,DHN,#FA8072,TWh
Methanolation,Methanol,24.26,Methanol,#CC0066,TWh
Oil,NSC,2.75,Naphtha,#8B008B,TWh
Elec,NSC,0.03,Electricity,#00BFFF,TWh
Heat HT,NSC,0.03,Heat HT,#DC143C,TWh
NSC,HVC,1.51,HVC,#00FFFF,TWh
Woody biomass,Gasifi. to HVC,24.60,Woody biomass,#CD853F,TWh
Elec,Gasifi. to HVC,0.30,Electricity,#00BFFF,TWh
Heat HT,Gasifi. to HVC,0.54,Heat HT,#DC143C,TWh
Gasifi. to HVC,HVC,10.33,HVC,#00FFFF,TWh
Methanol,MTO,24.26,Methanol,#CC0066,TWh
Heat HT,MTO,6.45,Heat HT,#DC143C,TWh
MTO,HVC,19.55,HVC,#00FFFF,TWh
HVC,Non-energy demand,31.39,HVC,#00FFFF,TWh
Bio-ethanol,Gasoline,45.01,Gasoline,#808080,TWh
Gasoline,Mob public,41.99,Gasoline,#808080,TWh
Bio-diesel,Diesel,50.00,Diesel,#D3D3D3,TWh
Diesel,Mob public,44.14,Diesel,#D3D3D3,TWh
Diesel,Freight,5.86,Diesel,#D3D3D3,TWh
Nat. gas,Gas sto.,2.91,GAS,#FFD700,TWh
Gas sto.,Gas,2.85,GAS,#FFD700,TWh
Gas,Mob public,12.60,GAS,#FFD700,TWh
Wind,Elec,117.65,Wind,#27AE34,TWh
Hydro River,Elec,16.50,Hydro River,#0000FF,TWh
Hydro Dams,Elec,92.86,Hydro Dam,#0000FF,TWh
PV,Elec,0.50,PV,#FFFF00,TWh
PV,Elec,43.21,PV,#FFFF00,TWh
Wet biomass,Biomethanation,29.90,Woody biomass,#CD853F,TWh
Biomethanation,Gas,12.65,GAS,#FFD700,TWh
Biomethanation,Elec,1.20,Electricity,#00BFFF,TWh
Elec,Mob priv,13.06,Electricity,#00BFFF,TWh
Elec,Mob public,0.75,Electricity,#00BFFF,TWh
Elec,Freight,2.80,Electricity,#00BFFF,TWh
Elec,Exp & Loss,12.71,Electricity,#00BFFF,TWh
Elec,Curt.,0.09,Electricity,#00BFFF,TWh
Elec,Elec demand,78.37,Electricity,#00BFFF,TWh
PV,Curt.,1.38,Solar,#FFFF00,TWh
Wind,Curt.,0.44,Wind,#27AE34,TWh
Elec,Storage,28.99,Electricity,#00BFFF,TWh
Storage,Elec demand,28.06,Electricity,#00BFFF,TWh
Elec,HPs,21.69,Electricity,#00BFFF,TWh
Elec,refrig. cycles,2.25,Electricity,#00BFFF,TWh
Elec,refrig. cycles,0.16,Electricity,#00BFFF,TWh
Elec,HT sto,0.26,Electricity,#00BFFF,TWh
HT sto,Heat HT,0.26,Heat HT,#DC143C,TWh
Elec,Heat HT,52.99,Electricity,#00BFFF,TWh
Elec,Electrolyser,51.99,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,9.18,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,48.32,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.92,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.19,H2,#FF00FF,TWh
H2 sto.,H2,0.17,H2,#FF00FF,TWh
H2 prod,H2,48.13,H2,#FF00FF,TWh
H2,Freight,18.07,H2,#FF00FF,TWh
H2,Biofuels Prod,30.23,H2,#FF00FF,TWh
HPs,Dec. sto,22.92,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,15.36,Heat LT,#FA8072,TWh
HPs,DHN,35.72,Heat LT,#FA8072,TWh
refrig. cycles,Space cooling,7.16,SPACE_COOLING,#FA8072,TWh
refrig. cycles,Process cooling,0.39,PROCESS_COOLING,#FA8072,TWh
Dec. sto,Heat LT Dec,20.75,Heat LT,#FA8072,TWh
DHN,Heat LT DHN,16.29,Heat LT,#FA8072,TWh
DHN,Loss DHN,1.93,Heat LT,#FA8072,TWh
DHN,DHN Sto,20.43,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,19.82,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,37.06,Heat HT,#DC143C,TWh
